parcel_id,zoning,lot_sqft
10910000030,5800,10687
10910000040,5000,7835
10910000050,5000,5362
10910000060,5000,7613
10910000070,5000,15456
10910000100,5000,0
10923000015,5000,20038
10923000020,5000,43865
10926000011,5000,111993
10926000012,5000,153723
10926000050,5000,1200
10927000010,6994,52734
10927000020,5000,74400
10928000014,5000,295162
10928000019,5000,6739
10928000025,5000,20038
10928000080,5000,26625
10928000100,5810,4067
10932000100,6231,3679
10932000110,5711,3679
10932000120,5000,3683
10932000130,5000,4491
10932000140,5000,3688
10932000150,5000,9837
10932000161,5000,38420
10932000162,5000,6708
10932000163,5000,6578
10932000220,5000,3555
10932000230,5000,2910
10932000240,5000,6316
10942000020,5000,3325
10942000030,5000,22615
10942000040,6390,7807
10942000050,1185,47947
10942000080,5000,3707
10942000090,5000,9800
10942000120,5000,17355
10942000140,5000,2892
10943000010,5000,3904
10943000020,5000,7810
10943000030,5000,7807
10943000040,5000,10670
10951000070,5000,3563
10951000080,5000,4750
10951000090,5000,2375
10951000100,5210,43065
10952000010,5000,8085
10952000020,6376,3881
10952000030,5000,46575
10952000095,5000,58995
10953000001,5000,295947
10958000200,5000,573250
10964000010,5000,153808
10965000151,5000,144270
10973000050,1010,0
10973000060,1010,0
10973000070,1010,0
10973000080,1010,0
10973000090,1010,0
10973000100,1010,0
10973000110,1010,0
10973000120,1010,0
10973000130,1010,7886
10973000140,1010,2750
10973000150,1010,2750
10973000160,1010,2750
10973000175,1010,2255
10974000010,1010,0
10975000210,1010,0
10975000220,1010,0
10975000230,1110,0
10975000240,1110,0
10975000250,1110,0
10975000260,1110,0
10975000265,1120,0
10975000270,1120,0
10975000280,1010,0
10975000290,5000,2040
10975000300,1120,0
10977000150,1185,9460
10977000160,1010,0
10977000170,1010,0
10977000180,1110,0
10977000190,1010,0
10977000200,1010,0
10977000210,1010,0
10977000220,1110,0
10977000230,1120,0
10977000240,1010,0
10977000250,1010,0
10977000260,1010,0
10977000270,1010,0
10978000330,1010,0
10978000340,1010,0
10979000010,1010,0
10979000020,1010,0
10979000030,1010,0
10979000040,1010,0
10979000050,1010,0
10979000060,1010,0
10979000070,1010,0
10979000080,1010,0
10979000090,1010,0
10979000100,1010,0
10980050190,1010,0
10980050200,1010,0
10980050210,1010,0
10980050220,1010,0
10980050230,1010,0
10980050240,1010,0
10980050250,1010,0
10980050260,1010,0
10980050270,1010,0
10980050280,1010,0
10980050290,1010,0
10982000280,1010,0
10983000010,1010,5600
10983000020,1010,3698
10983000030,5000,6783
10983000040,5000,3367
10983000050,5000,3367
10983000060,1120,0
10983000070,5000,6734
10983000080,1010,0
10983000090,5000,3367
10983000100,1010,3367
10983000110,1110,3367
10992000170,5000,6733
10992000185,5000,6734
10992000200,5000,6733
10992000210,5390,10100
10992000220,5000,10806
10993000010,6911,0
10993000020,5000,6234
10993000030,5000,5984
10993000040,5000,3366
10993000050,5184,9038
10993000060,5000,2805
10993000070,5000,3740
10993000080,5000,13120
10997000100,5000,4649
10997000110,5000,5791
10997000120,5000,10863
10997000130,5000,2482
10998000010,1185,119000
10998000020,1010,3136
10998000085,1185,21285
10998000105,1185,26606
10999000010,1010,0
10999000020,1185,14124
10999000070,1185,11825
11000000240,1010,0
11000000250,1140,0
11000000260,1185,15373
11001000010,6911,9460
11001000020,1010,0
